snapshot_date,source_created_at,idProduct,name,idCategory,categoryName,idExpansion,idMetacard,dateAdded,avg,low,trend,avg1,avg7,avg30
2026-07-12,2026-07-12T02:48:05+0200,737484,Ravnica Remastered Collector Booster Box,7,Magic Display,5505,0,2023-10-05 11:05:56,981.55,800,923.05,,,
2026-07-12,2026-07-12T02:48:05+0200,885563,Reality Fracture Collector Booster Box,7,Magic Display,6571,0,2026-05-02 12:17:47,312.24,299.5,306.13,,,
2026-07-12,2026-07-12T02:48:05+0200,869357,Secrets of Strixhaven Collector Booster Box,7,Magic Display,6474,0,2026-01-28 10:47:39,315.7,125,319.18,,,
2026-07-12,2026-07-12T02:48:05+0200,611248,Streets of New Capenna Collector Booster Box,7,Magic Display,4975,0,2022-03-04 16:18:49,191.78,159.99,192.05,,,
2026-07-12,2026-07-12T02:48:05+0200,540411,Strixhaven: School of Mages Collector Booster Box,7,Magic Display,3741,0,2021-02-19 14:36:40,382.5,389,423.39,,,
2026-07-12,2026-07-12T02:48:05+0200,813080,Tarkir: Dragonstorm Collector Booster Box,7,Magic Display,6060,0,2025-02-24 09:46:00,336.21,158,347.56,,,
2026-07-12,2026-07-12T02:48:05+0200,677805,The Brothers' War Collector Booster Box,7,Magic Display,5164,0,2022-09-29 11:06:30,501.8,299.9,542.54,,,
2026-07-12,2026-07-12T02:48:05+0200,885552,The Hobbit Collector Booster Box,7,Magic Display,6570,0,2026-05-02 11:28:12,546.63,579.79,572.61,,,
2026-07-12,2026-07-12T02:48:05+0200,698912,The Lord of the Rings: Tales of Middle-earth Collector Booster Box,7,Magic Display,5285,0,2023-02-22 12:27:41,1331.93,588,1472.72,,,
2026-07-12,2026-07-12T02:48:05+0200,732335,The Lord of the Rings: Tales of Middle-earth Special Edition Collector Booster Box,7,Magic Display,5489,0,2023-09-08 15:57:44,6433.79,8600,6690.73,,,
2026-07-12,2026-07-12T02:48:05+0200,734175,The Lost Caverns of Ixalan Collector Booster Box,7,Magic Display,5490,0,2023-09-23 10:44:56,714.83,288,735.75,,,
2026-07-12,2026-07-12T02:48:05+0200,426911,Theros Beyond Death Collector Booster Box,7,Magic Display,2814,0,2019-11-28 14:23:23,204.14,122,199.75,,,
2026-07-12,2026-07-12T02:48:05+0200,398849,Throne of Eldraine Collector Booster Box,7,Magic Display,2582,0,2019-09-04 15:32:27,271.11,240,267.95,,,
2026-07-12,2026-07-12T02:48:05+0200,586736,Unfinity Collector Booster Box,7,Magic Display,4468,0,2021-11-30 14:50:09,274.87,211.88,275.6,,,
2026-07-12,2026-07-12T02:48:05+0200,758498,Universes Beyond: Assassin's Creed Collector Booster Box,7,Magic Display,5655,0,2024-02-26 14:59:45,303.43,144,298.69,,,
2026-07-12,2026-07-12T02:48:05+0200,710800,Universes Beyond: Doctor Who Collector Booster Box,7,Magic Display,5358,0,2023-05-08 09:18:46,371.84,239.99,390.47,,,
2026-07-12,2026-07-12T02:48:05+0200,745340,Universes Beyond: Fallout Collector Booster Box,7,Magic Display,5544,0,2023-11-14 15:21:27,1056.47,788,1045.3,,,
2026-07-12,2026-07-12T02:48:05+0200,719684,Wilds of Eldraine Collector Booster Box,7,Magic Display,5359,0,2023-06-21 14:21:48,586.62,399.9,643.37,,,
2026-07-12,2026-07-12T02:48:05+0200,486979,Zendikar Rising Collector Booster Box,7,Magic Display,3404,0,2020-07-31 14:02:38,316.54,122,321.12,,,
